"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(187, 127)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(191, 102)","(206, 108)","(212, 125)","(201, 133)","(188, 128)","(179, 110)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(132, 77)","(116, 89)","(123, 108)","(146, 119)","(161, 107)","(159, 91)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(133, 77)","(116, 90)","(126, 111)","(146, 119)","(161, 107)","(159, 91)","(139, 97)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(179, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(195, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(178, 104)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(186, 130)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
"(177, 105)","(184, 129)","(202, 136)","(215, 127)","(209, 107)","(195, 100)","(196, 117)",9.8 km/h
