x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Center_x,Center_y,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
30,42,40,38,52,42,62,59,50,69,36,63,45,52,9.7 km/h,,,,,,,
45,39,54,43,62,60,51,69,37,64,28,45,45,53,9.7 km/h,,,,,,,
27,40,32,64,51,71,64,62,58,43,42,35,44,52,9.7 km/h,,,,,,,
28,40,35,66,52,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
27,40,33,65,52,71,65,60,60,44,47,37,44,53,9.7 km/h,,,,,,,
42,38,55,44,62,60,51,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
27,40,33,65,51,71,65,60,60,45,49,38,44,52,9.7 km/h,,,,,,,
45,39,55,44,62,60,51,69,36,63,28,45,45,53,9.7 km/h,,,,,,,
30,42,43,38,55,44,61,61,50,69,36,63,45,53,9.7 km/h,,,,,,,
28,40,34,65,52,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
27,40,35,66,52,71,63,63,60,44,43,35,44,52,9.7 km/h,,,,,,,
27,40,32,64,51,71,64,62,58,43,42,35,44,52,9.7 km/h,,,,,,,
28,40,35,66,52,72,64,63,58,43,43,35,45,53,9.7 km/h,,,,,,,
30,42,43,38,55,44,61,61,50,69,37,64,45,53,9.7 km/h,,,,,,,
28,40,34,65,52,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
41,38,55,44,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
30,42,43,38,54,43,62,60,50,69,36,63,45,53,9.7 km/h,,,,,,,
28,40,33,65,52,71,65,61,58,43,44,36,45,53,9.7 km/h,,,,,,,
25,42,31,62,51,72,65,61,60,45,47,37,45,53,9.7 km/h,,,,,,,
26,41,34,65,52,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
42,38,55,44,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
30,42,42,38,55,44,62,60,50,69,36,63,45,53,9.7 km/h,,,,,,,
41,38,55,44,62,60,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
30,42,42,38,55,44,61,61,50,69,36,63,45,53,9.7 km/h,,,,,,,
42,38,55,44,61,61,50,69,37,64,28,46,45,53,9.7 km/h,,,,,,,
42,38,55,44,62,60,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
28,45,45,39,59,48,62,59,48,69,33,60,45,53,9.7 km/h,,,,,,,
30,42,42,38,53,43,62,60,50,69,36,63,45,53,9.7 km/h,,,,,,,
40,38,55,44,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
42,38,55,44,62,60,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
40,38,55,44,62,60,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
41,38,55,44,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
27,40,33,65,51,72,65,61,58,43,44,36,45,53,9.7 km/h,,,,,,,
28,45,45,39,59,48,62,59,48,69,33,60,45,53,9.7 km/h,,,,,,,
41,38,55,44,62,60,51,69,36,63,28,45,45,53,9.7 km/h,,,,,,,
27,40,33,65,51,72,65,61,58,43,44,36,45,53,9.7 km/h,,,,,,,
26,41,33,65,52,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
30,42,42,38,55,44,62,60,50,69,36,63,45,53,9.7 km/h,,,,,,,
42,38,55,44,62,60,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
42,38,55,44,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
42,38,55,44,62,60,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
27,40,33,65,52,71,65,61,58,43,44,36,44,53,9.7 km/h,,,,,,,
41,38,55,44,62,60,51,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
30,42,41,38,55,44,62,60,50,69,36,63,45,53,9.7 km/h,,,,,,,
40,38,55,44,62,60,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
42,38,55,44,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
42,38,55,44,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
30,42,42,38,55,44,61,61,50,69,36,63,45,53,9.7 km/h,,,,,,,
41,38,56,45,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
42,38,56,45,61,61,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
30,42,43,38,55,44,61,61,50,69,36,63,45,53,9.7 km/h,,,,,,,
27,40,34,65,51,72,65,61,60,45,49,38,45,53,9.7 km/h,,,,,,,
27,40,32,64,51,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
27,40,32,64,49,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
27,40,32,64,49,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
27,40,33,65,51,72,65,61,58,43,44,36,45,53,9.7 km/h,,,,,,,
42,38,55,44,62,60,50,69,36,63,28,46,45,53,9.7 km/h,,,,,,,
28,40,34,65,51,72,65,61,58,43,44,36,45,53,9.7 km/h,,,,,,,
28,40,34,65,51,72,64,63,58,43,45,36,45,53,9.7 km/h,,,,,,,
28,40,34,65,51,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
28,40,34,65,51,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
28,40,34,65,51,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
28,40,35,66,51,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
28,40,35,66,51,72,64,63,58,43,44,36,45,53,9.7 km/h,,,,,,,
40,38,55,44,62,60,50,69,36,63,28,45,45,53,9.7 km/h,,,,,,,
