"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Wind Speed,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(42, 74)","(49, 99)","(66, 106)","(80, 95)","(76, 80)","(64, 72)","(59, 87)",9.4 km/h,,,,,,,
"(41, 75)","(49, 99)","(67, 106)","(79, 97)","(74, 77)","(59, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(49, 99)","(67, 105)","(80, 95)","(75, 79)","(64, 72)","(59, 86)",9.4 km/h,,,,,,,
"(41, 74)","(49, 99)","(66, 105)","(80, 94)","(75, 79)","(54, 69)","(59, 86)",9.4 km/h,,,,,,,
"(43, 74)","(49, 99)","(67, 106)","(80, 96)","(75, 78)","(60, 70)","(60, 87)",9.4 km/h,,,,,,,
"(42, 74)","(49, 99)","(67, 105)","(80, 95)","(72, 76)","(58, 69)","(60, 86)",9.4 km/h,,,,,,,
"(43, 74)","(49, 99)","(67, 106)","(81, 95)","(76, 79)","(66, 73)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(67, 76)","(77, 93)","(65, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(67, 76)","(77, 94)","(66, 103)","(51, 97)","(43, 80)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(55, 72)","(67, 76)","(77, 93)","(65, 103)","(51, 97)","(60, 87)",9.4 km/h,,,,,,,
"(57, 72)","(67, 76)","(77, 94)","(66, 103)","(51, 97)","(43, 79)","(60, 87)",9.4 km/h,,,,,,,
"(45, 76)","(57, 72)","(69, 77)","(77, 94)","(65, 103)","(51, 97)","(60, 87)",9.4 km/h,,,,,,,
"(43, 74)","(49, 99)","(68, 105)","(79, 97)","(74, 77)","(60, 70)","(60, 87)",9.4 km/h,,,,,,,
