"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Duration
"(53, 14)","(69, 24)","(69, 39)","(50, 46)","(34, 37)","(33, 22)",
"(30, 18)","(31, 40)","(48, 49)","(72, 44)","(69, 19)","(53, 11)",
"(32, 14)","(33, 41)","(50, 49)","(73, 44)","(70, 19)","(54, 11)",
"(34, 20)","(53, 14)","(66, 21)","(69, 41)","(50, 46)","(33, 36)",
"(34, 20)","(53, 14)","(66, 21)","(69, 41)","(50, 46)","(33, 36)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(51, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(33, 21)","(52, 14)","(69, 25)","(68, 41)","(50, 46)","(33, 35)",
"(33, 21)","(52, 14)","(69, 25)","(68, 41)","(50, 46)","(33, 35)",
"(32, 16)","(33, 41)","(48, 49)","(70, 45)","(68, 19)","(54, 12)",
"(32, 16)","(33, 41)","(48, 49)","(70, 45)","(68, 19)","(54, 12)",
"(30, 18)","(30, 38)","(51, 49)","(73, 42)","(72, 23)","(52, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(31, 16)","(34, 42)","(48, 49)","(73, 42)","(70, 19)","(53, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(44, 44)","(33, 35)",
"(30, 18)","(34, 42)","(48, 49)","(73, 42)","(69, 18)","(53, 11)",
"(34, 20)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(36, 39)",
"(34, 21)","(50, 14)","(66, 21)","(68, 41)","(44, 44)","(33, 36)",
"(34, 21)","(50, 14)","(66, 21)","(68, 41)","(44, 44)","(33, 36)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(31, 40)","(50, 49)","(73, 41)","(69, 19)","(52, 11)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(50, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(50, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(31, 40)","(46, 48)","(72, 44)","(69, 19)","(53, 11)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 23)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 23)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 23)",
"(33, 21)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(33, 36)",
"(32, 16)","(31, 40)","(48, 49)","(73, 42)","(69, 18)","(54, 12)",
"(33, 21)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(33, 36)",
"(32, 16)","(31, 40)","(48, 49)","(73, 42)","(69, 18)","(54, 12)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(51, 46)","(36, 39)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(51, 46)","(36, 39)",
"(33, 21)","(49, 15)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(33, 21)","(49, 15)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(32, 16)","(32, 40)","(46, 48)","(71, 45)","(70, 19)","(54, 12)",
"(32, 14)","(34, 42)","(50, 49)","(73, 42)","(70, 20)","(52, 11)",
"(32, 14)","(34, 42)","(50, 49)","(73, 42)","(70, 20)","(52, 11)",
"(32, 14)","(32, 41)","(48, 49)","(73, 42)","(70, 20)","(53, 12)",
"(32, 14)","(32, 41)","(48, 49)","(71, 44)","(70, 20)","(53, 12)",
"(34, 21)","(52, 14)","(66, 21)","(69, 41)","(50, 46)","(33, 36)",
"(30, 18)","(32, 41)","(48, 49)","(73, 42)","(69, 19)","(54, 12)",
"(33, 21)","(52, 14)","(66, 21)","(69, 41)","(50, 46)","(33, 36)",
"(30, 18)","(30, 38)","(48, 49)","(73, 42)","(69, 19)","(53, 12)",
"(32, 16)","(32, 41)","(48, 49)","(72, 44)","(69, 19)","(52, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(31, 17)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(52, 11)",
"(34, 21)","(52, 14)","(68, 22)","(68, 41)","(50, 46)","(33, 36)",
"(32, 16)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(52, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(31, 17)","(31, 40)","(47, 49)","(72, 43)","(70, 20)","(54, 11)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(31, 17)","(31, 40)","(47, 49)","(72, 43)","(70, 20)","(54, 11)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(30, 18)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(30, 18)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(52, 11)",
"(53, 14)","(68, 23)","(69, 40)","(50, 46)","(32, 35)","(33, 21)",
"(30, 18)","(33, 41)","(50, 49)","(72, 44)","(69, 18)","(51, 11)",
"(53, 14)","(68, 23)","(69, 40)","(50, 46)","(32, 35)","(33, 22)",
"(30, 18)","(33, 41)","(50, 49)","(72, 44)","(69, 19)","(51, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(44, 44)","(33, 35)",
"(34, 19)","(55, 15)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(51, 14)","(69, 24)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(34, 42)","(48, 49)","(70, 45)","(69, 19)","(51, 11)",
"(34, 20)","(51, 14)","(69, 24)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(32, 41)","(48, 49)","(73, 42)","(69, 19)","(51, 11)",
"(34, 20)","(50, 14)","(69, 26)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(34, 42)","(48, 49)","(71, 44)","(70, 20)","(53, 11)",
"(34, 20)","(50, 14)","(69, 26)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(34, 42)","(48, 49)","(71, 44)","(70, 20)","(53, 11)",
"(33, 21)","(54, 15)","(69, 24)","(69, 39)","(47, 45)","(32, 35)",
"(31, 16)","(34, 42)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(33, 21)","(55, 15)","(69, 24)","(69, 39)","(47, 45)","(32, 35)",
"(31, 16)","(34, 42)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(33, 21)","(55, 15)","(69, 24)","(69, 39)","(47, 45)","(32, 35)",
"(32, 14)","(34, 42)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(33, 21)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(30, 19)","(30, 38)","(50, 49)","(73, 42)","(71, 21)","(57, 13)",
"(33, 21)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(30, 19)","(30, 38)","(50, 49)","(73, 42)","(71, 21)","(57, 13)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 22)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(44, 44)","(33, 36)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(44, 44)","(33, 36)",
"(33, 12)","(31, 40)","(46, 48)","(70, 45)","(70, 20)","(53, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(44, 44)","(32, 34)",
"(34, 20)","(52, 14)","(69, 24)","(68, 41)","(50, 46)","(36, 39)",
"(32, 15)","(31, 40)","(48, 49)","(73, 42)","(70, 20)","(53, 11)",
"(34, 20)","(52, 14)","(67, 22)","(68, 41)","(50, 46)","(36, 39)",
"(32, 15)","(31, 40)","(48, 49)","(72, 43)","(70, 20)","(51, 11)",
"(34, 20)","(49, 15)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(49, 15)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(54, 15)","(66, 21)","(69, 39)","(50, 46)","(33, 36)",
"(53, 14)","(69, 24)","(69, 39)","(50, 46)","(33, 36)","(33, 22)",
"(30, 18)","(31, 40)","(50, 49)","(72, 44)","(70, 20)","(54, 11)",
"(33, 21)","(50, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(32, 16)","(33, 41)","(48, 49)","(72, 44)","(71, 20)","(52, 11)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 21)",
"(32, 16)","(33, 41)","(48, 49)","(72, 44)","(71, 20)","(52, 11)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(48, 45)","(36, 39)",
"(34, 20)","(48, 15)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(32, 16)","(33, 41)","(48, 49)","(73, 42)","(70, 20)","(51, 11)",
"(34, 20)","(48, 15)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(33, 41)","(48, 49)","(73, 42)","(70, 20)","(51, 11)",
"(32, 15)","(33, 41)","(51, 49)","(73, 42)","(70, 20)","(55, 12)",
"(52, 14)","(69, 24)","(69, 39)","(50, 46)","(33, 36)","(33, 21)",
"(32, 15)","(33, 41)","(51, 49)","(72, 44)","(70, 20)","(54, 12)",
"(34, 20)","(54, 15)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(32, 16)","(34, 42)","(50, 49)","(72, 43)","(70, 20)","(53, 11)",
"(34, 20)","(54, 15)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(33, 12)","(34, 42)","(50, 49)","(72, 43)","(70, 20)","(52, 11)",
"(34, 20)","(50, 14)","(69, 25)","(68, 41)","(48, 45)","(36, 39)",
"(34, 20)","(51, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(33, 13)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(34, 20)","(53, 14)","(69, 26)","(68, 41)","(44, 44)","(32, 35)",
"(32, 15)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(33, 22)","(49, 15)","(69, 25)","(68, 41)","(50, 46)","(33, 35)",
"(34, 20)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(36, 39)",
"(31, 17)","(33, 41)","(48, 49)","(71, 44)","(69, 19)","(53, 12)",
"(32, 16)","(33, 41)","(46, 48)","(71, 44)","(71, 20)","(53, 12)",
"(53, 14)","(69, 24)","(69, 39)","(50, 46)","(34, 37)","(33, 22)",
"(53, 14)","(69, 24)","(69, 39)","(50, 46)","(34, 37)","(33, 22)",
"(33, 21)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 35)",
"(31, 17)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(52, 11)",
"(33, 21)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 35)",
"(31, 17)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(52, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(52, 14)","(66, 21)","(69, 41)","(50, 46)","(33, 36)",
"(33, 20)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(33, 36)",
"(33, 20)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(33, 36)",
"(33, 21)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(33, 36)",
"(33, 21)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(33, 36)",
"(30, 18)","(33, 41)","(48, 49)","(72, 43)","(70, 20)","(51, 11)",
"(34, 21)","(49, 15)","(65, 21)","(68, 41)","(51, 46)","(32, 35)",
"(30, 18)","(33, 41)","(48, 49)","(72, 43)","(70, 20)","(54, 12)",
"(34, 21)","(49, 15)","(66, 21)","(68, 41)","(51, 46)","(32, 35)",
"(30, 18)","(33, 41)","(48, 49)","(72, 43)","(70, 20)","(51, 11)",
"(33, 21)","(55, 15)","(69, 24)","(68, 41)","(50, 46)","(33, 36)",
"(30, 18)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(33, 21)","(55, 15)","(69, 24)","(68, 41)","(50, 46)","(33, 36)",
"(30, 18)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(48, 45)","(36, 39)",
"(32, 15)","(31, 40)","(46, 48)","(73, 42)","(70, 19)","(53, 11)",
"(31, 16)","(31, 40)","(46, 48)","(73, 42)","(70, 19)","(53, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(44, 44)","(33, 35)",
"(33, 21)","(49, 15)","(66, 21)","(68, 41)","(50, 46)","(33, 35)",
"(33, 21)","(49, 15)","(66, 21)","(68, 41)","(50, 46)","(33, 35)",
"(33, 12)","(33, 41)","(48, 49)","(73, 42)","(70, 20)","(52, 11)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 21)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 21)",
"(30, 18)","(30, 38)","(50, 49)","(73, 42)","(69, 19)","(54, 12)",
"(32, 15)","(30, 39)","(51, 49)","(72, 44)","(69, 19)","(52, 11)",
"(32, 15)","(32, 41)","(51, 49)","(72, 44)","(70, 20)","(54, 11)",
"(34, 20)","(49, 15)","(69, 24)","(68, 41)","(50, 46)","(36, 39)",
"(30, 18)","(32, 41)","(48, 49)","(73, 42)","(72, 22)","(52, 11)",
"(30, 18)","(32, 41)","(48, 49)","(73, 42)","(69, 19)","(53, 11)",
"(34, 20)","(50, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(31, 40)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(34, 20)","(50, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(33, 41)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(34, 20)","(50, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(32, 15)","(33, 41)","(48, 49)","(72, 44)","(69, 19)","(53, 11)",
"(32, 16)","(33, 41)","(47, 49)","(72, 44)","(70, 19)","(54, 11)",
"(34, 21)","(55, 15)","(68, 23)","(69, 39)","(50, 46)","(33, 35)",
"(31, 17)","(33, 41)","(48, 49)","(72, 44)","(67, 18)","(53, 11)",
"(34, 21)","(55, 15)","(68, 23)","(69, 39)","(50, 46)","(33, 35)",
"(31, 17)","(33, 41)","(48, 49)","(72, 44)","(67, 18)","(53, 11)",
"(33, 21)","(53, 14)","(69, 24)","(69, 39)","(47, 45)","(32, 35)",
"(33, 21)","(53, 14)","(69, 24)","(69, 39)","(47, 45)","(32, 35)",
"(31, 16)","(33, 41)","(48, 49)","(73, 42)","(69, 19)","(54, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(31, 17)","(32, 41)","(48, 49)","(73, 42)","(70, 20)","(51, 11)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 22)",
"(32, 15)","(33, 41)","(48, 49)","(73, 41)","(68, 18)","(52, 11)",
"(32, 15)","(33, 41)","(48, 49)","(73, 41)","(68, 18)","(52, 11)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(33, 36)","(33, 22)",
"(32, 15)","(33, 41)","(48, 49)","(73, 41)","(68, 18)","(52, 11)",
"(33, 21)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(30, 18)","(30, 38)","(48, 49)","(73, 42)","(68, 18)","(53, 11)",
"(33, 21)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(34, 20)","(49, 15)","(69, 24)","(68, 41)","(50, 46)","(35, 39)",
"(34, 20)","(49, 15)","(69, 24)","(68, 41)","(50, 46)","(35, 39)",
"(34, 20)","(49, 15)","(69, 24)","(68, 41)","(50, 46)","(35, 39)",
"(30, 18)","(31, 40)","(48, 49)","(73, 42)","(72, 22)","(51, 11)",
"(30, 18)","(31, 40)","(48, 49)","(73, 42)","(72, 22)","(51, 11)",
"(31, 17)","(32, 41)","(48, 49)","(73, 42)","(69, 19)","(52, 11)",
"(32, 16)","(32, 41)","(47, 49)","(73, 42)","(70, 20)","(53, 11)",
"(32, 16)","(32, 41)","(48, 49)","(73, 42)","(70, 20)","(52, 11)",
"(34, 20)","(54, 15)","(66, 21)","(68, 41)","(48, 45)","(36, 39)",
"(34, 20)","(54, 15)","(66, 21)","(68, 41)","(48, 45)","(36, 39)",
"(34, 20)","(54, 15)","(66, 21)","(68, 41)","(48, 45)","(36, 39)",
"(32, 14)","(33, 41)","(48, 49)","(73, 43)","(70, 20)","(54, 12)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(53, 46)","(33, 36)",
"(32, 14)","(33, 41)","(48, 49)","(73, 43)","(70, 20)","(54, 12)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(53, 46)","(33, 36)",
"(32, 14)","(33, 41)","(48, 49)","(73, 43)","(70, 20)","(54, 12)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(32, 16)","(32, 40)","(48, 49)","(72, 43)","(71, 20)","(54, 11)",
"(34, 20)","(51, 14)","(69, 26)","(68, 41)","(51, 46)","(33, 36)",
"(32, 16)","(32, 40)","(48, 49)","(72, 43)","(70, 20)","(54, 11)",
"(53, 14)","(69, 25)","(69, 39)","(50, 46)","(32, 35)","(33, 22)",
"(53, 14)","(68, 23)","(69, 39)","(50, 46)","(32, 35)","(33, 22)",
"(34, 20)","(52, 14)","(65, 20)","(68, 41)","(49, 46)","(36, 39)",
"(31, 17)","(32, 41)","(48, 49)","(73, 42)","(69, 19)","(54, 12)",
"(34, 20)","(52, 14)","(65, 20)","(68, 41)","(49, 46)","(36, 39)",
"(31, 17)","(30, 38)","(51, 49)","(73, 42)","(69, 19)","(51, 11)",
"(34, 20)","(54, 15)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(34, 20)","(54, 15)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(32, 14)","(33, 41)","(50, 49)","(73, 42)","(69, 19)","(54, 12)",
"(34, 20)","(51, 14)","(64, 20)","(69, 41)","(50, 46)","(33, 36)",
"(30, 18)","(30, 38)","(51, 49)","(73, 42)","(72, 23)","(51, 11)",
"(34, 20)","(51, 14)","(64, 20)","(69, 41)","(50, 46)","(33, 36)",
"(30, 18)","(30, 38)","(51, 49)","(73, 42)","(69, 19)","(53, 11)",
"(31, 17)","(34, 42)","(48, 49)","(73, 42)","(68, 18)","(52, 11)",
"(31, 17)","(34, 42)","(48, 49)","(73, 42)","(68, 18)","(52, 11)",
"(34, 20)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(32, 34)",
"(32, 16)","(35, 42)","(48, 49)","(73, 42)","(70, 20)","(54, 12)",
"(34, 20)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(32, 34)",
"(30, 18)","(30, 38)","(50, 49)","(73, 42)","(70, 20)","(54, 12)",
"(34, 20)","(52, 14)","(69, 26)","(68, 41)","(50, 46)","(32, 34)",
"(30, 18)","(30, 38)","(50, 49)","(73, 42)","(70, 20)","(54, 12)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(50, 46)","(36, 39)",
"(31, 17)","(33, 41)","(47, 49)","(72, 44)","(70, 20)","(51, 11)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(31, 17)","(33, 41)","(47, 49)","(72, 44)","(70, 20)","(52, 11)",
"(53, 14)","(68, 24)","(69, 39)","(49, 46)","(33, 36)","(33, 22)",
"(53, 14)","(68, 24)","(69, 39)","(49, 46)","(33, 36)","(33, 22)",
"(32, 15)","(33, 41)","(47, 49)","(70, 45)","(70, 20)","(51, 11)",
"(34, 20)","(52, 14)","(69, 26)","(68, 41)","(49, 46)","(36, 39)",
"(34, 20)","(53, 14)","(66, 21)","(69, 39)","(51, 46)","(33, 36)",
"(34, 20)","(53, 14)","(66, 21)","(69, 39)","(51, 46)","(33, 36)",
"(32, 14)","(33, 41)","(47, 49)","(72, 44)","(70, 20)","(53, 11)",
"(32, 14)","(33, 41)","(48, 49)","(72, 44)","(70, 20)","(53, 11)",
"(53, 14)","(69, 24)","(69, 39)","(50, 46)","(34, 37)","(32, 23)",
"(32, 23)","(53, 14)","(69, 24)","(69, 39)","(47, 45)","(34, 37)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(44, 44)","(33, 36)",
"(32, 15)","(33, 41)","(48, 49)","(71, 44)","(70, 20)","(52, 11)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(44, 44)","(33, 36)",
"(32, 15)","(33, 41)","(48, 49)","(71, 44)","(70, 20)","(52, 11)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(44, 44)","(33, 36)",
"(32, 15)","(33, 41)","(48, 49)","(71, 44)","(70, 20)","(54, 11)",
"(31, 17)","(31, 40)","(47, 49)","(73, 42)","(70, 20)","(55, 12)",
"(31, 17)","(31, 40)","(47, 49)","(73, 42)","(70, 20)","(55, 12)",
"(34, 21)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(30, 18)","(30, 37)","(43, 47)","(72, 42)","(70, 20)","(53, 11)",
"(34, 21)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(32, 34)",
"(30, 18)","(33, 41)","(51, 49)","(71, 44)","(70, 20)","(52, 11)",
"(32, 13)","(32, 41)","(48, 49)","(72, 44)","(70, 20)","(52, 11)",
"(32, 13)","(32, 41)","(48, 49)","(72, 44)","(70, 20)","(52, 11)",
"(53, 14)","(68, 23)","(69, 39)","(49, 46)","(34, 37)","(33, 22)",
"(31, 17)","(32, 41)","(48, 49)","(73, 42)","(71, 20)","(53, 11)",
"(31, 16)","(32, 41)","(48, 49)","(73, 42)","(70, 19)","(53, 11)",
"(31, 16)","(32, 41)","(48, 49)","(73, 42)","(70, 19)","(53, 11)",
"(34, 20)","(49, 15)","(64, 20)","(69, 41)","(50, 46)","(33, 36)",
"(32, 15)","(33, 41)","(48, 49)","(73, 42)","(70, 19)","(53, 11)",
"(32, 15)","(33, 41)","(48, 49)","(73, 42)","(70, 19)","(53, 11)",
"(34, 21)","(50, 14)","(66, 21)","(68, 41)","(50, 46)","(33, 36)",
"(32, 16)","(31, 40)","(48, 49)","(73, 42)","(70, 20)","(53, 11)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(32, 16)","(31, 40)","(48, 49)","(73, 42)","(70, 20)","(53, 11)",
"(32, 15)","(34, 42)","(48, 49)","(73, 42)","(69, 19)","(54, 12)",
"(34, 20)","(49, 15)","(65, 20)","(68, 41)","(44, 44)","(32, 35)",
"(30, 18)","(32, 41)","(48, 49)","(73, 42)","(69, 19)","(54, 12)",
"(34, 20)","(49, 15)","(65, 20)","(68, 41)","(44, 44)","(32, 35)",
"(30, 18)","(32, 41)","(48, 49)","(73, 42)","(69, 19)","(54, 12)",
"(53, 14)","(68, 24)","(69, 39)","(50, 46)","(34, 37)","(33, 22)",
"(53, 14)","(68, 24)","(69, 39)","(50, 46)","(34, 37)","(33, 22)",
"(32, 15)","(35, 42)","(48, 49)","(73, 42)","(70, 20)","(54, 12)",
"(32, 15)","(35, 42)","(48, 49)","(73, 42)","(70, 20)","(54, 12)",
"(33, 21)","(53, 14)","(69, 25)","(69, 41)","(51, 46)","(33, 36)",
"(32, 16)","(34, 42)","(50, 49)","(73, 42)","(69, 19)","(55, 12)",
"(33, 21)","(53, 14)","(69, 25)","(69, 41)","(50, 46)","(33, 36)",
"(32, 16)","(34, 42)","(50, 49)","(73, 42)","(69, 19)","(55, 12)",
"(33, 21)","(53, 14)","(69, 25)","(69, 41)","(50, 46)","(33, 36)",
"(32, 16)","(32, 41)","(48, 49)","(73, 42)","(70, 20)","(55, 12)",
"(32, 14)","(34, 42)","(48, 49)","(71, 44)","(70, 20)","(54, 12)",
"(32, 14)","(34, 42)","(48, 49)","(71, 44)","(70, 20)","(54, 12)",
"(33, 21)","(49, 15)","(66, 21)","(68, 41)","(44, 44)","(33, 35)",
"(33, 21)","(49, 15)","(66, 21)","(68, 41)","(44, 44)","(33, 35)",
"(32, 13)","(31, 40)","(46, 48)","(73, 42)","(70, 19)","(52, 11)",
"(32, 14)","(31, 40)","(46, 48)","(73, 42)","(70, 20)","(53, 11)",
"(32, 14)","(31, 40)","(46, 48)","(73, 42)","(70, 20)","(53, 11)",
"(34, 20)","(54, 15)","(66, 21)","(68, 41)","(50, 46)","(33, 35)",
"(30, 18)","(32, 41)","(48, 49)","(73, 42)","(73, 24)","(54, 11)",
"(34, 21)","(52, 14)","(69, 26)","(68, 41)","(52, 46)","(32, 35)",
"(34, 20)","(54, 15)","(67, 22)","(68, 41)","(44, 44)","(32, 35)",
"(32, 15)","(34, 42)","(49, 49)","(72, 43)","(70, 20)","(55, 12)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(44, 44)","(33, 36)",
"(34, 20)","(52, 14)","(69, 25)","(68, 41)","(44, 44)","(33, 36)",
"(34, 20)","(52, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
"(30, 18)","(34, 42)","(48, 49)","(73, 43)","(70, 20)","(53, 11)",
"(34, 20)","(53, 14)","(66, 21)","(68, 41)","(50, 46)","(36, 39)",
